psc,obec,okres,distributor_elektrina,distributor_plyn,overit
46334,Hrádek nad Nisou,Liberec,ČEZ Distribuce,GasNet,ne
46342,Hodkovice nad Mohelkou,Jablonec nad Nisou;Liberec,ČEZ Distribuce,GasNet,ne
46343,Český Dub,Liberec,ČEZ Distribuce,GasNet,ne
46344,Sychrov,Liberec,ČEZ Distribuce,GasNet,ne
46345,Pěnčín u Liberce,Liberec,ČEZ Distribuce,GasNet,ne
46346,Příšovice,Liberec,ČEZ Distribuce,GasNet,ne
46348,Všelibice,Liberec,ČEZ Distribuce,GasNet,ne
46352,Osečná,Liberec;Česká Lípa,ČEZ Distribuce,GasNet,ne
46353,Křižany,Liberec,ČEZ Distribuce,GasNet,ne
46362,Hejnice,Liberec,ČEZ Distribuce,GasNet,ne
46365,Nové Město pod Smrkem,Liberec,ČEZ Distribuce,GasNet,ne
46373,Habartice u Frýdlantu,Liberec,ČEZ Distribuce,GasNet,ne
46401,Frýdlant v Čechách,Liberec,ČEZ Distribuce,GasNet,ne
46601,Jablonec nad Nisou 1,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46602,Jablonec nad Nisou 2,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46604,Jablonec nad Nisou 4,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46605,Jablonec nad Nisou 5,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46606,Jablonec nad Nisou 6,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46801,Jablonec nad Nisou 8,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46802,Rychnov u Jablonce nad Nisou,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46803,Rádlo,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46804,Jablonec nad Nisou 7,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46811,Janov nad Nisou,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46812,Bedřichov,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46821,Bratříkov,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46822,Železný Brod,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46824,Držkov,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46825,Zásada,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46826,Huť,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46827,Nová Ves nad Nisou,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46833,Jenišovice u Jablonce nad Nisou,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46841,Tanvald,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46843,Albrechtice v Jizerských horách,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46844,Josefův Důl u Jablonce nad Nisou,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46845,Velké Hamry,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46846,Plavy,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46847,Zlatá Olešnice,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46848,Výdejní místo Příchovice,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46849,Kořenov,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46850,Výdejní místo Polubný,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46851,Smržovka,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46861,Desná v Jizerských horách,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
46871,Lučany nad Nisou,Jablonec nad Nisou,ČEZ Distribuce,GasNet,ne
47001,Česká Lípa 1,Česká Lípa,ČEZ Distribuce,GasNet,ne
47002,Česká Lípa 2,Česká Lípa,ČEZ Distribuce,GasNet,ne
47006,Česká Lípa 6,Česká Lípa,ČEZ Distribuce,GasNet,ne
47101,Zahrádky u České Lípy,Česká Lípa,ČEZ Distribuce,GasNet,ne
47102,Výdejní místo Stvolínky,Česká Lípa,ČEZ Distribuce,GasNet,ne
47103,Kravaře u České Lípy,Česká Lípa,ČEZ Distribuce,GasNet,ne
47104,Blíževedly,Česká Lípa,ČEZ Distribuce,GasNet,ne
47105,Valteřice,Česká Lípa,ČEZ Distribuce,GasNet,ne
47106,Horní Police,Česká Lípa,ČEZ Distribuce,GasNet,ne
47107,Žandov u České Lípy,Česká Lípa,ČEZ Distribuce,GasNet,ne
47108,Jezvé,Česká Lípa,ČEZ Distribuce,GasNet,ne
47111,Horní Libchava u České Lípy,Česká Lípa,ČEZ Distribuce,GasNet,ne
47112,Volfartice,Česká Lípa,ČEZ Distribuce,GasNet,ne
47113,Nový Oldřichov,Česká Lípa,ČEZ Distribuce,GasNet,ne
47114,Kamenický Šenov,Česká Lípa,ČEZ Distribuce,GasNet,ne
47115,Prysk,Česká Lípa,ČEZ Distribuce,GasNet,ne
47116,Polevsko,Česká Lípa,ČEZ Distribuce,GasNet,ne
47117,Skalice u České Lípy,Česká Lípa,ČEZ Distribuce,GasNet,ne
47118,Pihel,Česká Lípa,ČEZ Distribuce,GasNet,ne
47121,Dobranov,Česká Lípa,ČEZ Distribuce,GasNet,ne
47123,Zákupy,Česká Lípa,ČEZ Distribuce,GasNet,ne
47124,Mimoň,Česká Lípa,ČEZ Distribuce,GasNet,ne
47125,Jablonné v Podještědí,Liberec;Česká Lípa,ČEZ Distribuce,GasNet,ne
47126,Dubnice pod Ralskem,Česká Lípa,ČEZ Distribuce,GasNet,ne
47127,Stráž pod Ralskem,Česká Lípa,ČEZ Distribuce,GasNet,ne
47128,Hamr u České Lípy,Česká Lípa,ČEZ Distribuce,GasNet,ne
47129,Brniště,Česká Lípa,ČEZ Distribuce,GasNet,ne
47141,Dubá,Česká Lípa,ČEZ Distribuce,GasNet,ne
47151,Svor,Česká Lípa,ČEZ Distribuce,GasNet,ne
47152,Sloup v Čechách,Česká Lípa,ČEZ Distribuce,GasNet,ne
47153,Svojkov,Česká Lípa,ČEZ Distribuce,GasNet,ne
47154,Cvikov,Česká Lípa,ČEZ Distribuce,GasNet,ne
47155,Kunratice u Cvikova,Česká Lípa,ČEZ Distribuce,GasNet,ne
47156,Mařenice,Česká Lípa,ČEZ Distribuce,GasNet,ne
47157,Krompach v Čechách,Česká Lípa,ČEZ Distribuce,GasNet,ne
47158,Lindava,Česká Lípa,ČEZ Distribuce,GasNet,ne
47161,Jestřebí,Česká Lípa,ČEZ Distribuce,GasNet,ne
47162,Okna,Česká Lípa,ČEZ Distribuce,GasNet,ne
47163,Staré Splavy,Česká Lípa,ČEZ Distribuce,GasNet,ne
47167,Provodín,Česká Lípa,ČEZ Distribuce,GasNet,ne
47201,Doksy,Česká Lípa,ČEZ Distribuce,GasNet,ne
47301,Nový Bor,Česká Lípa,ČEZ Distribuce,GasNet,ne
50002,Hradec Králové 2,Hradec Králové,ČEZ Distribuce,GasNet,ne
50003,Hradec Králové 3,Hradec Králové,ČEZ Distribuce,GasNet,ne
50004,Hradec Králové 4,Hradec Králové,ČEZ Distribuce,GasNet,ne
50006,Hradec Králové 6,Hradec Králové,ČEZ Distribuce,GasNet,ne
50008,Hradec Králové 8,Hradec Králové,ČEZ Distribuce,GasNet,ne
50009,Hradec Králové 9,Hradec Králové,ČEZ Distribuce,GasNet,ne
50011,Hradec Králové 11,Hradec Králové,ČEZ Distribuce,GasNet,ne
50012,Hradec Králové 12,Hradec Králové,ČEZ Distribuce,GasNet,ne
50301,Hradec Králové 16,Hradec Králové,ČEZ Distribuce,GasNet,ne
50302,Předměřice nad Labem,Hradec Králové,ČEZ Distribuce,GasNet,ne
50303,Smiřice,Hradec Králové,ČEZ Distribuce,GasNet,ne
50304,Černožice nad Labem,Hradec Králové,ČEZ Distribuce,GasNet,ne
50305,Výdejní místo Lužany,Hradec Králové,ČEZ Distribuce,GasNet,ne
50306,Hořiněves,Hradec Králové,ČEZ Distribuce,GasNet,ne
50311,Hradec Králové 15,Hradec Králové,ČEZ Distribuce,GasNet,ne
50312,Všestary,Hradec Králové,ČEZ Distribuce,GasNet,ne
50313,Dohalice,Hradec Králové,ČEZ Distribuce,GasNet,ne
50314,Stračov,Hradec Králové,ČEZ Distribuce,GasNet,ne
50315,Nechanice,Hradec Králové,ČEZ Distribuce,GasNet,ne
50316,Dolní Přím,Hradec Králové,ČEZ Distribuce,GasNet,ne
50321,Stěžery,Hradec Králové,ČEZ Distribuce,GasNet,ne
50322,Libčany,Hradec Králové,ČEZ Distribuce,GasNet,ne
50323,Výdejní místo Boharyně,Hradec Králové,ČEZ Distribuce,GasNet,ne
50324,Kratonohy,Hradec Králové,ČEZ Distribuce,GasNet,ne
50325,Dobřenice,Hradec Králové,ČEZ Distribuce,GasNet,ne
50326,Osice,Hradec Králové,ČEZ Distribuce,GasNet,ne
50327,Lhota pod Libčany,Hradec Králové,ČEZ Distribuce,GasNet,ne
50331,Vysoká nad Labem,Hradec Králové,ČEZ Distribuce,GasNet,ne
50332,Hradec Králové 22,Hradec Králové,ČEZ Distribuce,GasNet,ne
50333,Praskačka,Hradec Králové,ČEZ Distribuce,GasNet,ne
50341,Hradec Králové 7,Hradec Králové,ČEZ Distribuce,GasNet,ne
50343,Černilov,Hradec Králové,ČEZ Distribuce,GasNet,ne
50344,Libřice,Hradec Králové,ČEZ Distribuce,GasNet,ne
50346,Třebechovice pod Orebem,Hradec Králové;Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
50351,Chlumec nad Cidlinou,Hradec Králové;Nymburk,ČEZ Distribuce,GasNet,ne
50352,Skřivany u Nového Bydžova,Hradec Králové,ČEZ Distribuce,GasNet,ne
50353,Smidary,Hradec Králové,ČEZ Distribuce,GasNet,ne
50354,Ohnišťany,Hradec Králové,ČEZ Distribuce,GasNet,ne
50355,Petrovice u Nového Bydžova,Hradec Králové,ČEZ Distribuce,GasNet,ne
50356,Hlušice,Hradec Králové,ČEZ Distribuce,GasNet,ne
50357,Starý Bydžov,Hradec Králové,ČEZ Distribuce,GasNet,ne
50361,Lovčice u Nového Bydžova,Hradec Králové,ČEZ Distribuce,GasNet,ne
50362,Lužec nad Cidlinou,Hradec Králové,ČEZ Distribuce,GasNet,ne
50363,Nepolisy,Hradec Králové,ČEZ Distribuce,GasNet,ne
50364,Měník,Hradec Králové,ČEZ Distribuce,GasNet,ne
50365,Kosičky,Hradec Králové,ČEZ Distribuce,GasNet,ne
50366,Káranice,Hradec Králové,ČEZ Distribuce,GasNet,ne
50401,Nový Bydžov,Hradec Králové,ČEZ Distribuce,GasNet,ne
50601,Jičín 1,Jičín;Semily,ČEZ Distribuce,GasNet,ne
50702,Žeretice,Jičín,ČEZ Distribuce,GasNet,ne
50703,Vysoké Veselí,Hradec Králové;Jičín,ČEZ Distribuce,GasNet,ne
50704,Třtěnice,Jičín,ČEZ Distribuce,GasNet,ne
50705,Konecchlumí,Jičín,ČEZ Distribuce,GasNet,ne
50706,Lužany u Jičína,Jičín,ČEZ Distribuce,GasNet,ne
50707,Úlibice,Jičín,ČEZ Distribuce,GasNet,ne
50711,Valdice,Jičín,ČEZ Distribuce,GasNet,ne
50712,Radim u Jičína,Jičín,ČEZ Distribuce,GasNet,ne
50713,Železnice,Jičín;Semily,ČEZ Distribuce,GasNet,ne
50715,Libuň,Jičín,ČEZ Distribuce,GasNet,ne
50721,Veliš u Jičína,Jičín,ČEZ Distribuce,GasNet,ne
50722,Střevač,Jičín,ČEZ Distribuce,GasNet,ne
50723,Libáň,Jičín,ČEZ Distribuce,GasNet,ne
50724,Dětenice,Jičín,ČEZ Distribuce,GasNet,ne
50731,Jičíněves,Jičín,ČEZ Distribuce,GasNet,ne
50732,Kopidlno,Jičín,ČEZ Distribuce,GasNet,ne
50733,Vršce,Jičín,ČEZ Distribuce,GasNet,ne
50734,Žlunice,Jičín,ČEZ Distribuce,GasNet,ne
50742,Markvartice u Sobotky,Jičín,ČEZ Distribuce,GasNet,ne
50743,Sobotka,Jičín,ČEZ Distribuce,GasNet,ne
50744,Libošovice,Jičín,ČEZ Distribuce,GasNet,ne
50745,Mladějov v Čechách,Jičín,ČEZ Distribuce,GasNet,ne
50752,Ostroměř,Jičín,ČEZ Distribuce,GasNet,ne
50753,Chomutice u Hořic v Podkrkonoší,Jičín,ČEZ Distribuce,GasNet,ne
50754,Podhorní Újezd,Jičín,ČEZ Distribuce,GasNet,ne
50758,Mlázovice,Jičín,ČEZ Distribuce,GasNet,ne
50759,Výdejní místo Šárovcova Lhota,Jičín,ČEZ Distribuce,GasNet,ne
50771,Miletín,Jičín,ČEZ Distribuce,GasNet,ne
50773,Dobrá Voda u Hořic,Jičín,ČEZ Distribuce,GasNet,ne
50777,Cerekvice nad Bystřicí,Jičín,ČEZ Distribuce,GasNet,ne
50781,Lázně Bělohrad,Jičín,ČEZ Distribuce,GasNet,ne
50782,Pecka,Jičín,ČEZ Distribuce,GasNet,ne
50791,Stará Paka,Jičín;Semily,ČEZ Distribuce,GasNet,ne
50792,Úbislavice,Jičín,ČEZ Distribuce,GasNet,ne
50801,Hořice v Podkrkonoší,Hradec Králové;Jičín,ČEZ Distribuce,GasNet,ne
50901,Nová Paka,Jičín,ČEZ Distribuce,GasNet,ne
51101,Turnov 1,Semily,ČEZ Distribuce,GasNet,ne
51201,Slaná u Semil,Semily,ČEZ Distribuce,GasNet,ne
51202,Košťálov,Semily,ČEZ Distribuce,GasNet,ne
51203,Libštát,Semily,ČEZ Distribuce,GasNet,ne
51204,Mříčná,Semily,ČEZ Distribuce,GasNet,ne
51206,Benešov u Semil,Semily,ČEZ Distribuce,GasNet,ne
51211,Vysoké nad Jizerou,Semily,ČEZ Distribuce,GasNet,ne
51212,Jesenný,Semily,ČEZ Distribuce,GasNet,ne
51213,Bozkov,Semily,ČEZ Distribuce,GasNet,ne
51231,Roztoky u Jilemnice,Semily,ČEZ Distribuce,GasNet,ne
51232,Martinice v Krkonoších,Semily,ČEZ Distribuce,GasNet,ne
51233,Studenec u Horek,Semily,ČEZ Distribuce,GasNet,ne
51234,Horka u Staré Paky,Semily,ČEZ Distribuce,GasNet,ne
51235,Čistá u Horek,Semily,ČEZ Distribuce,GasNet,ne
51236,Horní Branná,Semily,ČEZ Distribuce,GasNet,ne
51237,Benecko,Semily,ČEZ Distribuce,GasNet,ne
51238,Vítkovice v Krkonoších,Semily,ČEZ Distribuce,GasNet,ne
51241,Víchová nad Jizerou,Semily,ČEZ Distribuce,GasNet,ne
51242,Poniklá,Semily,ČEZ Distribuce,GasNet,ne
51243,Jablonec nad Jizerou,Semily,ČEZ Distribuce,GasNet,ne
51244,Rokytnice nad Jizerou 1,Semily,ČEZ Distribuce,GasNet,ne
51245,Rokytnice nad Jizerou 3,Semily,ČEZ Distribuce,GasNet,ne
51246,Harrachov v Krkonoších,Semily,ČEZ Distribuce,GasNet,ne
51247,Paseky nad Jizerou,Semily,ČEZ Distribuce,GasNet,ne
51251,Lomnice nad Popelkou,Semily,ČEZ Distribuce,GasNet,ne
51252,Veselá u Semil,Semily,ČEZ Distribuce,GasNet,ne
51253,Tatobity,Semily,ČEZ Distribuce,GasNet,ne
51261,Přepeře,Semily,ČEZ Distribuce,GasNet,ne
51263,Rovensko pod Troskami,Jičín;Semily,ČEZ Distribuce,GasNet,ne
51264,Vyskeř,Semily,ČEZ Distribuce,GasNet,ne
51265,Všeň,Semily,ČEZ Distribuce,GasNet,ne
51271,Nová Ves nad Popelkou,Semily,ČEZ Distribuce,GasNet,ne
51301,Semily,Semily,ČEZ Distribuce,GasNet,ne
51401,Jilemnice,Semily,ČEZ Distribuce,GasNet,ne
51601,Rychnov nad Kněžnou,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51603,Lukavice,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51701,Solnice,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51702,Kvasiny,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51703,Skuhrov nad Bělou,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51704,Černíkovice,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51711,Javornice,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51712,Liberk,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51721,Týniště nad Orlicí,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51722,Albrechtice nad Orlicí,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51723,Žďár nad Orlicí,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51724,Borohrádek,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51725,Čermná nad Orlicí,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51731,Bolehošť,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51732,Přepychy,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51733,Trnov u Dobrušky,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51734,Voděrady u Rychnova nad Kněžnou,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51735,Lično,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51736,Olešnice u Rychnova nad Kněžnou,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51741,Kostelec nad Orlicí,Rychnov nad Kněžnou;Ústí nad Orlicí,ČEZ Distribuce,GasNet,ne
51742,Doudleby nad Orlicí,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51743,Potštejn,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51745,Chleny,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51750,Častolovice,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51754,Vamberk,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51755,Rybná nad Zdobnicí,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51756,Slatina nad Zdobnicí,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51757,Pěčín u Rychnova nad Kněžnou,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51761,Rokytnice v Orlických horách,Rychnov nad Kněžnou;Ústí nad Orlicí,ČEZ Distribuce,GasNet,ne
51764,Orlické Záhoří,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51771,České Meziříčí,Hradec Králové;Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51772,Jílovice u Dobrušky,Hradec Králové,ČEZ Distribuce,GasNet,ne
51773,Opočno,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51783,Olešnice v Orlických horách,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51784,Ohnišov,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51791,Deštné v Orlických horách,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51792,Kounov u Dobrušky,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51793,Dobré,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51801,Dobruška,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
51803,Podbřezí,Rychnov nad Kněžnou,ČEZ Distribuce,GasNet,ne
53002,Pardubice 2,Hradec Králové;Pardubice,ČEZ Distribuce,GasNet,ne
53003,Pardubice 3,Pardubice,ČEZ Distribuce,GasNet,ne
53006,Pardubice 6,Pardubice,ČEZ Distribuce,GasNet,ne
53009,Pardubice 9,Pardubice,ČEZ Distribuce,GasNet,ne
53012,Pardubice 12,Pardubice,ČEZ Distribuce,GasNet,ne
53301,Pardubice 21,Pardubice,ČEZ Distribuce,GasNet,ne
53303,Dašice v Čechách,Pardubice,ČEZ Distribuce,GasNet,ne
53304,Sezemice,Pardubice,ČEZ Distribuce,GasNet,ne
53305,Dříteč,Pardubice,ČEZ Distribuce,GasNet,ne
53311,Zdechovice,Pardubice,ČEZ Distribuce,GasNet,ne
53312,Chvaletice,Pardubice,ČEZ Distribuce,GasNet,ne
53313,Řečany nad Labem,Pardubice,ČEZ Distribuce,GasNet,ne
53314,Kladruby nad Labem,Pardubice,ČEZ Distribuce,GasNet,ne
53315,Hlavečník,Pardubice,ČEZ Distribuce,GasNet,ne
53316,Vápno u Přelouče,Pardubice,ČEZ Distribuce,GasNet,ne
53321,Vysoké Chvojno,Pardubice,ČEZ Distribuce,GasNet,ne
53322,Býšť,Pardubice,ČEZ Distribuce,GasNet,ne
53332,Čepí,Pardubice,ČEZ Distribuce,GasNet,ne
53333,Pardubice 23,Pardubice,ČEZ Distribuce,GasNet,ne
53341,Lázně Bohdaneč,Pardubice,ČEZ Distribuce,GasNet,ne
53342,Živanice,Pardubice,ČEZ Distribuce,GasNet,ne
53343,Rohovládova Bělá,Pardubice,ČEZ Distribuce,GasNet,ne
53344,Staré Ždánice,Pardubice,ČEZ Distribuce,GasNet,ne
53345,Opatovice nad Labem,Pardubice,ČEZ Distribuce,GasNet,ne
53351,Pardubice 17,Pardubice,ČEZ Distribuce,GasNet,ne
53352,Staré Hradiště u Pardubic,Pardubice,ČEZ Distribuce,GasNet,ne
53353,Pardubice 19,Pardubice,ČEZ Distribuce,GasNet,ne
53354,Rybitví,Pardubice,ČEZ Distribuce,GasNet,ne
53361,Choltice,Pardubice,ČEZ Distribuce,GasNet,ne
53362,Svojšice u Přelouče,Pardubice,ČEZ Distribuce,GasNet,ne
53363,Turkovice u Přelouče,Pardubice,ČEZ Distribuce,GasNet,ne
53364,Lipoltice,Pardubice,ČEZ Distribuce,GasNet,ne
53371,Dolní Roveň,Pardubice,ČEZ Distribuce,GasNet,ne
53372,Moravany u Holic,Pardubice,ČEZ Distribuce,GasNet,ne
53373,Uhersko,Pardubice,ČEZ Distribuce,GasNet,ne
53374,Horní Jelení,Pardubice,ČEZ Distribuce,GasNet,ne
53375,Dolní Ředice,Pardubice,ČEZ Distribuce,GasNet,ne
53401,Holice v Čechách,Pardubice;Ústí nad Orlicí,ČEZ Distribuce,GasNet,ne
53501,Přelouč,Pardubice,ČEZ Distribuce,GasNet,ne
53701,Chrudim 1,Chrudim,ČEZ Distribuce,GasNet,ne
53703,Chrudim 3,Chrudim,ČEZ Distribuce,GasNet,ne
53705,Chrudim 5,Chrudim,ČEZ Distribuce,GasNet,ne
53801,Bylany,Chrudim,ČEZ Distribuce,GasNet,ne
53802,Morašice u Chrudimě,Chrudim,ČEZ Distribuce,GasNet,ne
53803,Heřmanův Městec,Chrudim,ČEZ Distribuce,GasNet,ne
53804,Prachovice,Chrudim,ČEZ Distribuce,GasNet,ne
53805,Seč 3,Chrudim,ČEZ Distribuce,GasNet,ne
53807,Seč 1,Chrudim,ČEZ Distribuce,GasNet,ne
53821,Slatiňany,Chrudim,ČEZ Distribuce,GasNet,ne
53823,Licibořice,Chrudim,ČEZ Distribuce,GasNet,ne
53824,Svídnice u Chrudimě,Chrudim,ČEZ Distribuce,GasNet,ne
53825,Nasavrky,Chrudim,ČEZ Distribuce,GasNet,ne
53826,Bojanov,Chrudim,ČEZ Distribuce,GasNet,ne
53831,Medlešice,Chrudim,ČEZ Distribuce,GasNet,ne
53832,Úhřetice,Chrudim,ČEZ Distribuce,GasNet,ne
53833,Trojovice,Chrudim,ČEZ Distribuce,GasNet,ne
53834,Rosice u Chrasti,Chrudim,ČEZ Distribuce,GasNet,ne
53835,Zaječice,Chrudim,ČEZ Distribuce,GasNet,ne
53836,Žumberk,Chrudim,ČEZ Distribuce,GasNet,ne
53841,Podhořany u Ronova nad Doubravou,Chrudim,ČEZ Distribuce,GasNet,ne
53842,Ronov nad Doubravou,Chrudim,ČEZ Distribuce,GasNet,ne
53843,Třemošnice,Chrudim,ČEZ Distribuce,GasNet,ne
53845,Běstvina,Chrudim,ČEZ Distribuce,GasNet,ne
53851,Chrast u Chrudimě,Chrudim,ČEZ Distribuce,GasNet,ne
53854,Luže,Chrudim;Ústí nad Orlicí,ČEZ Distribuce,GasNet,ne
53861,Kočí,Chrudim,ČEZ Distribuce,GasNet,ne
53862,Hrochův Týnec,Chrudim,ČEZ Distribuce,GasNet,ne
53863,Chroustovice,Chrudim;Ústí nad Orlicí,ČEZ Distribuce,GasNet,ne
53864,Jenišovice u Chrudimě,Chrudim,ČEZ Distribuce,GasNet,ne
53865,Řepníky,Ústí nad Orlicí,ČEZ Distribuce,GasNet,ne
53901,Hlinsko v Čechách 1,Chrudim;Havlíčkův Brod,ČEZ Distribuce,GasNet,ne
53941,Kameničky,Chrudim,ČEZ Distribuce,GasNet,ne
53942,Svratouch,Chrudim,ČEZ Distribuce,GasNet,ne
53943,Krouna,Chrudim,ČEZ Distribuce,GasNet,ne
53944,Proseč u Skutče,Chrudim;Svitavy;Ústí nad Orlicí,ČEZ Distribuce,GasNet,ne
53945,Nové Hrady u Skutče,Ústí nad Orlicí,ČEZ Distribuce,GasNet,ne
53952,Trhová Kamenice,Chrudim,ČEZ Distribuce,GasNet,ne
53953,Horní Bradlo,Chrudim,ČEZ Distribuce,GasNet,ne
53955,Miřetice u Hlinska,Chrudim,ČEZ Distribuce,GasNet,ne
53956,Vrbatův Kostelec,Chrudim,ČEZ Distribuce,GasNet,ne
53957,Včelákov,Chrudim,ČEZ Distribuce,GasNet,ne
53961,Vortová,Chrudim,ČEZ Distribuce,GasNet,ne
53962,Hlinsko v Čechách 3,Chrudim,ČEZ Distribuce,GasNet,ne
53971,Holetín,Chrudim,ČEZ Distribuce,GasNet,ne
53972,Raná u Hlinska,Chrudim,ČEZ Distribuce,GasNet,ne
53973,Skuteč,Chrudim,ČEZ Distribuce,GasNet,ne
53974,Předhradí,Chrudim,ČEZ Distribuce,GasNet,ne
53976,Prosetín u Hlinska,Chrudim,ČEZ Distribuce,GasNet,ne
54101,Trutnov 1,Trutnov,ČEZ Distribuce,GasNet,ne
54102,Trutnov 4,Trutnov,ČEZ Distribuce,GasNet,ne
54103,Trutnov 3,Trutnov,ČEZ Distribuce,GasNet,ne
54201,Žacléř,Trutnov,ČEZ Distribuce,GasNet,ne
54203,Královec,Trutnov,ČEZ Distribuce,GasNet,ne
54204,Bernartice u Trutnova,Trutnov,ČEZ Distribuce,GasNet,ne
54211,Chvaleč,Trutnov,ČEZ Distribuce,GasNet,ne
54212,Radvanice v Čechách,Trutnov,ČEZ Distribuce,GasNet,ne
54213,Jívka,Trutnov,ČEZ Distribuce,GasNet,ne
54221,Pec pod Sněžkou,Trutnov,ČEZ Distribuce,GasNet,ne
54223,Mladé Buky,Trutnov,ČEZ Distribuce,GasNet,ne
54224,Svoboda nad Úpou,Trutnov,ČEZ Distribuce,GasNet,ne
54225,Janské Lázně,Trutnov,ČEZ Distribuce,GasNet,ne
54226,Horní Maršov,Trutnov,ČEZ Distribuce,GasNet,ne
54227,Výdejní místo Malá Úpa,Trutnov,ČEZ Distribuce,GasNet,ne
54232,Úpice,Náchod;Trutnov,ČEZ Distribuce,GasNet,ne
54233,Rtyně v Podkrkonoší,Trutnov,ČEZ Distribuce,GasNet,ne
54234,Malé Svatoňovice,Trutnov,ČEZ Distribuce,GasNet,ne
54235,Velké Svatoňovice,Trutnov,ČEZ Distribuce,GasNet,ne
54236,Libňatov,Trutnov,ČEZ Distribuce,GasNet,ne
54237,Batňovice,Trutnov,ČEZ Distribuce,GasNet,ne
54242,Pilníkov,Trutnov,ČEZ Distribuce,GasNet,ne
54301,Vrchlabí 1,Trutnov,ČEZ Distribuce,GasNet,ne
54302,Vrchlabí 4,Trutnov,ČEZ Distribuce,GasNet,ne
54303,Vrchlabí 3,Trutnov,ČEZ Distribuce,GasNet,ne
