psc,obec,okres,distributor_elektrina,distributor_plyn,overit
10000,Praha 10,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
10100,Praha 101,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
10200,Praha 102,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
10300,Praha 113,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
10400,Praha 114,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
10600,Praha 106,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
10700,Praha 112,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
10800,Praha 108,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
10900,Praha 111,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
11000,Praha 1,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
11800,Praha 011,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
11900,Praha 012,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
12000,Praha 2,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
12800,Praha 28,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
13000,Praha 3,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
14000,Praha 4,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
14100,Praha 41,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
14200,Praha 411,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
14300,Praha 412,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
14700,Praha 47,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
14800,Praha 414,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
14900,Praha 415,Hlavní město Praha;Praha-západ,PREdistribuce,Pražská plynárenská Distribuce,ano
15000,Praha 5,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
15200,Praha 52,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
15300,Praha 512,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
15400,Praha 514,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
15500,Praha 515,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
15521,Praha 517,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
15531,Praha 511,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
15600,Praha 516,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
15800,Praha 58,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
15900,Praha 59,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
16000,Praha 6,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
16100,Praha 614,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
16200,Praha 616,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
16300,Praha 618,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
16400,Praha 619,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
16500,Praha 620,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
16900,Praha 69,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
17000,Praha 7,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
17100,Praha 71,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
18000,Praha 8,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
18100,Praha 81,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
18200,Praha 82,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
18400,Praha 84,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
18600,Praha 86,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
19000,Praha 9,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
19011,Praha 911,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
19012,Praha 912,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
19014,Praha 914,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
19015,Praha 915,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
19016,Praha 916,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
19017,Praha 917,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
19300,Praha 913,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
19600,Praha 96,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
19700,Praha 97,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
19800,Praha 98,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
19900,Praha 99,Hlavní město Praha,PREdistribuce,Pražská plynárenská Distribuce,ne
25001,Brandýs nad Labem-Stará Boleslav 1,Mělník;Praha-východ,ČEZ Distribuce,GasNet,ne
25063,Mratín,Mělník;Praha-východ,ČEZ Distribuce,GasNet,ne
25064,Měšice u Prahy,Praha-východ,ČEZ Distribuce,GasNet,ne
25065,Líbeznice,Praha-východ,ČEZ Distribuce,GasNet,ne
25066,Zdiby,Praha-východ,ČEZ Distribuce,GasNet,ne
25067,Klecany,Praha-východ,ČEZ Distribuce,GasNet,ne
25068,Řež,Praha-východ,ČEZ Distribuce,GasNet,ne
25069,Vodochody,Praha-východ,ČEZ Distribuce,GasNet,ne
25070,Odolena Voda,Mělník;Praha-východ,ČEZ Distribuce,GasNet,ne
25072,Kojetice u Prahy,Mělník;Praha-východ,ČEZ Distribuce,GasNet,ne
25073,Jenštejn,Praha-východ,ČEZ Distribuce,GasNet,ne
25074,Výdejní místo Radonice,Praha-východ,ČEZ Distribuce,GasNet,ne
25075,Káraný,Praha-východ,ČEZ Distribuce,GasNet,ne
25081,Nehvizdy,Praha-východ,ČEZ Distribuce,GasNet,ne
25082,Úvaly,Kolín;Praha-východ,ČEZ Distribuce,GasNet,ne
25083,Škvorec,Praha-východ,ČEZ Distribuce,GasNet,ne
25084,Sibřina,Praha-východ,ČEZ Distribuce,GasNet,ne
25087,Mochov,Praha-východ,ČEZ Distribuce,GasNet,ne
25088,Čelákovice,Praha-východ,ČEZ Distribuce,GasNet,ne
25089,Lázně Toušeň,Praha-východ,ČEZ Distribuce,GasNet,ne
25090,Jirny,Praha-východ,ČEZ Distribuce,GasNet,ne
25091,Zeleneč v Čechách,Praha-východ,ČEZ Distribuce,GasNet,ne
25092,Šestajovice,Praha-východ,ČEZ Distribuce,GasNet,ne
25101,Říčany u Prahy,Praha-východ,ČEZ Distribuce,GasNet,ne
25162,Mukařov,Praha-východ,ČEZ Distribuce,GasNet,ne
25163,Strančice,Praha-východ,ČEZ Distribuce,GasNet,ne
25164,Mnichovice,Praha-východ,ČEZ Distribuce,GasNet,ne
25165,Ondřejov,Praha-východ,ČEZ Distribuce,GasNet,ne
25166,Senohraby,Praha-východ,ČEZ Distribuce,GasNet,ne
25167,Pyšely,Benešov;Praha-východ,ČEZ Distribuce,GasNet,ne
25168,Kamenice,Benešov;Praha-východ,ČEZ Distribuce,GasNet,ne
25169,Velké Popovice,Praha-východ,ČEZ Distribuce,GasNet,ne
25202,Jíloviště,Praha-západ,ČEZ Distribuce,GasNet,ne
25203,Řitka,Praha-západ,ČEZ Distribuce,GasNet,ne
25204,Čisovice,Praha-západ,ČEZ Distribuce,GasNet,ne
25205,Hvozdnice,Praha-západ,ČEZ Distribuce,GasNet,ne
25206,Davle,Praha-západ,ČEZ Distribuce,GasNet,ne
25207,Štěchovice,Praha-západ,ČEZ Distribuce,GasNet,ne
25208,Slapy nad Vltavou,Benešov;Praha-západ,ČEZ Distribuce,GasNet,ne
25209,Hradištko,Praha-západ,ČEZ Distribuce,GasNet,ne
25210,Mníšek pod Brdy,Praha-západ;Příbram,ČEZ Distribuce,GasNet,ne
25216,Nučice,Praha-západ,ČEZ Distribuce,GasNet,ne
25217,Tachlovice,Praha-západ,ČEZ Distribuce,GasNet,ne
25218,Úhonice,Praha-západ,ČEZ Distribuce,GasNet,ne
25219,Rudná u Prahy,Praha-západ,ČEZ Distribuce,GasNet,ne
25225,Jinočany,Praha-západ,ČEZ Distribuce,GasNet,ne
25226,Třebotov,Hlavní město Praha;Praha-západ,PREdistribuce,Pražská plynárenská Distribuce,ano
25228,Černošice,Hlavní město Praha;Praha-západ,PREdistribuce,Pražská plynárenská Distribuce,ano
25229,Dobřichovice,Praha-západ,ČEZ Distribuce,GasNet,ne
25230,Řevnice,Beroun;Praha-západ,ČEZ Distribuce,GasNet,ne
25231,Všenory,Praha-západ,ČEZ Distribuce,GasNet,ne
25241,Dolní Břežany,Praha-západ,ČEZ Distribuce,GasNet,ne
25242,Jesenice u Prahy,Praha-západ,ČEZ Distribuce,GasNet,ne
25243,Průhonice,Praha-západ,ČEZ Distribuce,GasNet,ne
25244,Psáry,Praha-západ,ČEZ Distribuce,GasNet,ne
25245,Zvole u Prahy,Praha-západ,ČEZ Distribuce,GasNet,ne
25246,Vrané nad Vltavou,Praha-západ,ČEZ Distribuce,GasNet,ne
25261,Jeneč,Praha-západ,ČEZ Distribuce,GasNet,ne
25262,Horoměřice,Praha-západ,ČEZ Distribuce,GasNet,ne
25263,Roztoky u Prahy,Praha-západ,ČEZ Distribuce,GasNet,ne
25264,Velké Přílepy,Praha-západ,ČEZ Distribuce,GasNet,ne
25265,Tursko,Praha-západ,ČEZ Distribuce,GasNet,ne
25266,Libčice nad Vltavou,Praha-východ;Praha-západ,ČEZ Distribuce,GasNet,ne
25267,Tuchoměřice,Praha-západ,ČEZ Distribuce,GasNet,ne
25268,Středokluky,Praha-západ,ČEZ Distribuce,GasNet,ne
25281,Petrov u Prahy,Praha-západ,ČEZ Distribuce,GasNet,ne
25282,Kamenný Přívoz,Praha-západ,ČEZ Distribuce,GasNet,ne
25301,Hostivice,Praha-západ,ČEZ Distribuce,GasNet,ne
25401,Jílové u Prahy,Praha-západ,ČEZ Distribuce,GasNet,ne
25601,Benešov u Prahy,Benešov,ČEZ Distribuce,GasNet,ne
25701,Postupice,Benešov,ČEZ Distribuce,GasNet,ne
25703,Jankov,Benešov,ČEZ Distribuce,GasNet,ne
25705,Zvěstov,Benešov,ČEZ Distribuce,GasNet,ne
25706,Louňovice pod Blaníkem,Benešov,ČEZ Distribuce,GasNet,ne
25708,Načeradec,Benešov,ČEZ Distribuce,GasNet,ne
25709,Pravonín,Benešov,ČEZ Distribuce,GasNet,ne
25721,Poříčí nad Sázavou,Benešov,ČEZ Distribuce,GasNet,ne
25722,Čerčany,Benešov,ČEZ Distribuce,GasNet,ne
25723,Přestavlky u Čerčan,Benešov,ČEZ Distribuce,GasNet,ne
25724,Chocerady,Benešov,ČEZ Distribuce,GasNet,ne
25726,Divišov,Benešov,ČEZ Distribuce,GasNet,ne
25728,Chotýšany,Benešov,ČEZ Distribuce,GasNet,ne
25741,Týnec nad Sázavou,Benešov;Praha-západ,ČEZ Distribuce,GasNet,ne
25742,Krhanice,Benešov,ČEZ Distribuce,GasNet,ne
25744,Netvořice,Benešov,ČEZ Distribuce,GasNet,ne
25751,Bystřice u Benešova,Benešov,ČEZ Distribuce,GasNet,ne
25753,Vrchotovy Janovice,Benešov,ČEZ Distribuce,GasNet,ne
25755,Maršovice,Benešov,ČEZ Distribuce,GasNet,ne
25756,Neveklov,Benešov,ČEZ Distribuce,GasNet,ne
25763,Trhový Štěpánov,Benešov,ČEZ Distribuce,GasNet,ne
25764,Zdislavice,Benešov,ČEZ Distribuce,GasNet,ne
25765,Čechtice,Benešov,ČEZ Distribuce,GasNet,ne
25766,Křivsoudov,Benešov,ČEZ Distribuce,GasNet,ne
25768,Dolní Kralovice,Benešov;Kutná Hora,ČEZ Distribuce,GasNet,ne
25771,Soutice,Benešov,ČEZ Distribuce,GasNet,ne
25786,Miličín,Benešov,ČEZ Distribuce,GasNet,ne
25787,Střezimíř,Benešov,ČEZ Distribuce,GasNet,ne
25788,Červený Újezd u Votic,Benešov;Příbram,ČEZ Distribuce,GasNet,ne
25789,Heřmaničky,Benešov;Příbram,ČEZ Distribuce,GasNet,ne
25791,Sedlec-Prčice 1,Benešov;Příbram,ČEZ Distribuce,GasNet,ne
25792,Sedlec-Prčice 2,Příbram,ČEZ Distribuce,GasNet,ne
25801,Vlašim,Benešov,ČEZ Distribuce,GasNet,ne
25901,Votice,Benešov,ČEZ Distribuce,GasNet,ne
26101,Příbram 1,Příbram,ČEZ Distribuce,GasNet,ne
26202,Stará Huť u Dobříše,Příbram,ČEZ Distribuce,GasNet,ne
26203,Nový Knín,Praha-západ;Příbram,ČEZ Distribuce,GasNet,ne
26204,Nová Ves pod Pleší,Příbram,ČEZ Distribuce,GasNet,ne
26205,Velká Lečice,Praha-západ;Příbram,ČEZ Distribuce,GasNet,ne
26206,Korkyně,Příbram,ČEZ Distribuce,GasNet,ne
26211,Rosovice,Příbram,ČEZ Distribuce,GasNet,ne
26212,Obořiště,Příbram,ČEZ Distribuce,GasNet,ne
26213,Nečín,Příbram,ČEZ Distribuce,GasNet,ne
26214,Hřiměždice,Příbram,ČEZ Distribuce,GasNet,ne
26215,Borotice,Příbram,ČEZ Distribuce,GasNet,ne
26221,Obecnice,Příbram,ČEZ Distribuce,GasNet,ne
26222,Hluboš,Příbram,ČEZ Distribuce,GasNet,ne
26223,Jince,Příbram,ČEZ Distribuce,GasNet,ne
26225,Pičín,Příbram,ČEZ Distribuce,GasNet,ne
26231,Milín,Příbram,ČEZ Distribuce,GasNet,ne
26232,Pečice,Příbram,ČEZ Distribuce,GasNet,ne
26241,Bohutín,Příbram,ČEZ Distribuce,GasNet,ne
26242,Rožmitál pod Třemšínem,Příbram;Strakonice,ČEZ Distribuce,GasNet,ano
26243,Věšín,Příbram,ČEZ Distribuce,GasNet,ne
26244,Hvožďany,Příbram,ČEZ Distribuce,GasNet,ne
26251,Dublovice,Příbram,ČEZ Distribuce,GasNet,ne
26252,Vysoký Chlumec,Příbram,ČEZ Distribuce,GasNet,ne
26255,Petrovice u Sedlčan,Příbram,ČEZ Distribuce,GasNet,ne
26256,Krásná Hora nad Vltavou,Příbram,ČEZ Distribuce,GasNet,ne
26261,Višňová u Příbramě,Příbram,ČEZ Distribuce,GasNet,ne
26262,Dolní Hbity,Příbram,ČEZ Distribuce,GasNet,ne
26263,Kamýk nad Vltavou,Příbram,ČEZ Distribuce,GasNet,ne
26272,Březnice,Příbram,ČEZ Distribuce,GasNet,ne
26281,Tochovice,Příbram,ČEZ Distribuce,GasNet,ne
26284,Zalužany,Příbram,ČEZ Distribuce,GasNet,ne
26285,Drahenice,Příbram,ČEZ Distribuce,GasNet,ne
26291,Kosova Hora,Příbram,ČEZ Distribuce,GasNet,ne
26293,Nalžovice,Příbram,ČEZ Distribuce,GasNet,ne
26301,Dobříš,Příbram,ČEZ Distribuce,GasNet,ne
26401,Sedlčany,Příbram,ČEZ Distribuce,GasNet,ne
26601,Beroun 1,Beroun,ČEZ Distribuce,GasNet,ne
26701,Králův Dvůr u Berouna,Beroun,ČEZ Distribuce,GasNet,ne
26703,Hudlice,Beroun,ČEZ Distribuce,GasNet,ne
26705,Nižbor,Beroun,ČEZ Distribuce,GasNet,ne
26706,Hýskov,Beroun,ČEZ Distribuce,GasNet,ne
26707,Chyňava,Beroun;Kladno,ČEZ Distribuce,GasNet,ne
26711,Vráž u Berouna,Beroun,ČEZ Distribuce,GasNet,ne
26712,Loděnice u Berouna,Beroun,ČEZ Distribuce,GasNet,ne
26716,Vysoký Újezd u Berouna,Beroun,ČEZ Distribuce,GasNet,ne
26717,Mořina,Beroun,ČEZ Distribuce,GasNet,ne
26718,Karlštejn,Beroun,ČEZ Distribuce,GasNet,ne
26721,Tmaň,Beroun,ČEZ Distribuce,GasNet,ne
26722,Suchomasty,Beroun,ČEZ Distribuce,GasNet,ne
26723,Lochovice,Beroun,ČEZ Distribuce,GasNet,ne
26724,Hostomice pod Brdy,Beroun,ČEZ Distribuce,GasNet,ne
26725,Osov,Beroun,ČEZ Distribuce,GasNet,ne
26726,Všeradice,Beroun,ČEZ Distribuce,GasNet,ne
26727,Liteň,Beroun,ČEZ Distribuce,GasNet,ne
26728,Svinaře,Beroun,ČEZ Distribuce,GasNet,ne
26729,Zadní Třebaň,Beroun,ČEZ Distribuce,GasNet,ne
26741,Kublov,Beroun,ČEZ Distribuce,GasNet,ne
26742,Broumy,Beroun,ČEZ Distribuce,GasNet,ne
26743,Bzová u Hořovic,Beroun,ČEZ Distribuce,GasNet,ne
26751,Zdice,Beroun,ČEZ Distribuce,GasNet,ne
26753,Žebrák,Beroun,ČEZ Distribuce,GasNet,ne
26754,Praskolesy,Beroun,ČEZ Distribuce,GasNet,ne
26761,Cerhovice,Beroun,ČEZ Distribuce,GasNet,ne
26762,Komárov u Hořovic,Beroun,ČEZ Distribuce,GasNet,ne
26763,Zaječov,Beroun,ČEZ Distribuce,GasNet,ne
26764,Olešná u Hořovic,Beroun,ČEZ Distribuce,GasNet,ne
26801,Hořovice,Beroun,ČEZ Distribuce,GasNet,ne
26901,Rakovník 1,Rakovník,ČEZ Distribuce,GasNet,ne
27001,Kněževes u Rakovníka,Rakovník,ČEZ Distribuce,GasNet,ne
27002,Kolešovice,Rakovník,ČEZ Distribuce,GasNet,ne
27004,Hořesedly,Rakovník,ČEZ Distribuce,GasNet,ne
27006,Kounov u Rakovníka,Rakovník,ČEZ Distribuce,GasNet,ne
27007,Mutějovice,Rakovník,ČEZ Distribuce,GasNet,ne
27008,Hředle,Rakovník,ČEZ Distribuce,GasNet,ne
27009,Krupá,Rakovník,ČEZ Distribuce,GasNet,ne
27021,Pavlíkov,Rakovník,ČEZ Distribuce,GasNet,ne
27023,Křivoklát,Rakovník,ČEZ Distribuce,GasNet,ne
27024,Zbečno,Rakovník,ČEZ Distribuce,GasNet,ne
27031,Senomaty,Rakovník,ČEZ Distribuce,GasNet,ne
27032,Oráčov,Rakovník,ČEZ Distribuce,GasNet,ne
27033,Jesenice u Rakovníka,Rakovník,ČEZ Distribuce,GasNet,ne
27034,Čistá u Rakovníka,Rakovník,ČEZ Distribuce,GasNet,ne
27035,Petrovice u Rakovníka,Rakovník,ČEZ Distribuce,GasNet,ne
27036,Lubná u Rakovníka,Rakovník,ČEZ Distribuce,GasNet,ne
27041,Slabce,Rakovník,ČEZ Distribuce,GasNet,ne
27042,Skryje u Rakovníka,Rakovník,ČEZ Distribuce,GasNet,ne
27051,Lužná v Čechách,Rakovník,ČEZ Distribuce,GasNet,ne
27052,Lišany u Rakovníka,Rakovník,ČEZ Distribuce,GasNet,ne
27053,Krušovice,Rakovník,ČEZ Distribuce,GasNet,ne
27054,Řevničov,Rakovník,ČEZ Distribuce,GasNet,ne
27055,Pochvalov,Rakovník,ČEZ Distribuce,GasNet,ne
27061,Lány,Kladno,ČEZ Distribuce,GasNet,ne
27062,Rynholec,Rakovník,ČEZ Distribuce,GasNet,ne
27064,Mšec,Rakovník,ČEZ Distribuce,GasNet,ne
27065,Srbeč,Rakovník,ČEZ Distribuce,GasNet,ne
27101,Nové Strašecí,Kladno;Rakovník,ČEZ Distribuce,GasNet,ne
27201,Kladno 1,Kladno,ČEZ Distribuce,GasNet,ne
27203,Kladno 3,Kladno,ČEZ Distribuce,GasNet,ne
27204,Kladno 4,Kladno,ČEZ Distribuce,GasNet,ne
27301,Kamenné Žehrovice,Kladno,ČEZ Distribuce,GasNet,ne
27302,Tuchlovice,Kladno,ČEZ Distribuce,GasNet,ne
27303,Stochov,Kladno,ČEZ Distribuce,GasNet,ne
27304,Kačice,Kladno,ČEZ Distribuce,GasNet,ne
27305,Smečno,Kladno,ČEZ Distribuce,GasNet,ne
27306,Libušín,Kladno,ČEZ Distribuce,GasNet,ne
27307,Vinařice u Kladna,Kladno,ČEZ Distribuce,GasNet,ne
27308,Pchery,Kladno,ČEZ Distribuce,GasNet,ne
27309,Kladno 7,Kladno,ČEZ Distribuce,GasNet,ne
27321,Hobšovice,Kladno,ČEZ Distribuce,GasNet,ne
27322,Hospozín,Kladno,ČEZ Distribuce,GasNet,ne
27323,Černuc,Kladno,ČEZ Distribuce,GasNet,ne
27324,Velvary,Kladno,ČEZ Distribuce,GasNet,ne
27325,Zvoleněves,Kladno;Mělník,ČEZ Distribuce,GasNet,ne
27326,Olovnice,Kladno;Mělník,ČEZ Distribuce,GasNet,ne
27327,Otvovice,Kladno,ČEZ Distribuce,GasNet,ne
27328,Zákolany,Kladno,ČEZ Distribuce,GasNet,ne
27329,Koleč,Kladno,ČEZ Distribuce,GasNet,ne
27341,Brandýsek,Kladno,ČEZ Distribuce,GasNet,ne
27342,Stehelčeves,Kladno,ČEZ Distribuce,GasNet,ne
27343,Buštěhrad,Kladno,ČEZ Distribuce,GasNet,ne
27345,Hřebeč,Kladno,ČEZ Distribuce,GasNet,ne
27351,Unhošť,Kladno;Praha-západ,ČEZ Distribuce,GasNet,ne
27353,Hostouň u Prahy,Kladno,ČEZ Distribuce,GasNet,ne
27354,Lidice,Kladno,ČEZ Distribuce,GasNet,ne
27361,Velká Dobrá,Kladno,ČEZ Distribuce,GasNet,ne
27362,Družec,Kladno,ČEZ Distribuce,GasNet,ne
27363,Bratronice,Kladno,ČEZ Distribuce,GasNet,ne
27364,Doksy u Kladna,Kladno,ČEZ Distribuce,GasNet,ne
27371,Zlonice,Kladno,ČEZ Distribuce,GasNet,ne
27372,Šlapanice,Kladno,ČEZ Distribuce,GasNet,ne
27373,Vraný u Slaného,Kladno,ČEZ Distribuce,GasNet,ne
27374,Klobuky v Čechách,Kladno,ČEZ Distribuce,GasNet,ne
27375,Třebíz,Kladno,ČEZ Distribuce,GasNet,ne
27376,Pozdeň,Kladno,ČEZ Distribuce,GasNet,ne
27377,Malíkovice,Kladno,ČEZ Distribuce,GasNet,ne
27378,Řisuty,Kladno,ČEZ Distribuce,GasNet,ne
27379,Tuřany u Slaného,Kladno,ČEZ Distribuce,GasNet,ne
27401,Slaný 1,Kladno,ČEZ Distribuce,GasNet,ne
27601,Mělník 1,Mělník,ČEZ Distribuce,GasNet,ne
27701,Dolní Beřkovice,Mělník,ČEZ Distribuce,GasNet,ne
27703,Horní Počaply,Mělník,ČEZ Distribuce,GasNet,ne
27704,Cítov,Mělník,ČEZ Distribuce,GasNet,ne
27705,Spomyšl,Mělník,ČEZ Distribuce,GasNet,ne
27706,Lužec nad Vltavou,Mělník,ČEZ Distribuce,GasNet,ne
27707,Vraňany,Mělník,ČEZ Distribuce,GasNet,ne
27708,Ledčice,Mělník,ČEZ Distribuce,GasNet,ne
27711,Neratovice,Mělník,ČEZ Distribuce,GasNet,ne
27713,Kostelec nad Labem,Mělník;Praha-východ,ČEZ Distribuce,GasNet,ne
27714,Dřísy,Mělník;Praha-východ,ČEZ Distribuce,GasNet,ne
27715,Tišice,Mělník,ČEZ Distribuce,GasNet,ne
27716,Všetaty,Mělník,ČEZ Distribuce,GasNet,ne
27721,Liběchov,Mělník,ČEZ Distribuce,GasNet,ne
27723,Kokořín,Mělník,ČEZ Distribuce,GasNet,ne
27724,Vysoká u Mělníka,Mělník,ČEZ Distribuce,GasNet,ne
27731,Velký Borek,Mělník,ČEZ Distribuce,GasNet,ne
27732,Byšice,Mělník,ČEZ Distribuce,GasNet,ne
27733,Řepín,Mělník,ČEZ Distribuce,GasNet,ne
27734,Nebužely,Mělník,ČEZ Distribuce,GasNet,ne
27735,Mšeno u Mělníka,Mělník,ČEZ Distribuce,GasNet,ne
27736,Lobeč,Mělník,ČEZ Distribuce,GasNet,ne
27737,Chorušice,Mělník,ČEZ Distribuce,GasNet,ne
27738,Mělnické Vtelno,Mělník,ČEZ Distribuce,GasNet,ne
27741,Kly,Mělník,ČEZ Distribuce,GasNet,ne
27742,Obříství,Mělník,ČEZ Distribuce,GasNet,ne
27743,Chlumín,Mělník,ČEZ Distribuce,GasNet,ne
27744,Vojkovice u Kralup nad Vltavou,Mělník,ČEZ Distribuce,GasNet,ne
27745,Úžice u Kralup nad Vltavou,Mělník,ČEZ Distribuce,GasNet,ne
27746,Veltrusy,Mělník,ČEZ Distribuce,GasNet,ne
27751,Nelahozeves,Mělník,ČEZ Distribuce,GasNet,ne
27752,Nová Ves u Mělníka,Mělník,ČEZ Distribuce,GasNet,ne
27801,Kralupy nad Vltavou 1,Mělník,ČEZ Distribuce,GasNet,ne
28002,Kolín 2,Kolín,ČEZ Distribuce,GasNet,ne
28101,Velim,Kolín,ČEZ Distribuce,GasNet,ne
28102,Cerhenice,Kolín,ČEZ Distribuce,GasNet,ne
28103,Radim u Kolína,Kolín,ČEZ Distribuce,GasNet,ne
28104,Plaňany,Kolín,ČEZ Distribuce,GasNet,ne
28106,Vitice,Kolín,ČEZ Distribuce,GasNet,ne
28107,Svojšice u Kolína,Kolín,ČEZ Distribuce,GasNet,ne
28121,Červené Pečky,Kolín,ČEZ Distribuce,GasNet,ne
28123,Starý Kolín,Kolín,ČEZ Distribuce,GasNet,ne
28125,Konárovice,Kolín,ČEZ Distribuce,GasNet,ne
28126,Týnec nad Labem,Kolín;Pardubice,ČEZ Distribuce,GasNet,ne
28127,Krakovany v Čechách,Kolín,ČEZ Distribuce,GasNet,ne
28128,Radovesnice,Kolín,ČEZ Distribuce,GasNet,ne
28129,Žiželice nad Cidlinou,Kolín,ČEZ Distribuce,GasNet,ne
28130,Ohaře,Kolín,ČEZ Distribuce,GasNet,ne
28141,Ratboř,Kolín,ČEZ Distribuce,GasNet,ne
28143,Bečváry,Kolín,ČEZ Distribuce,GasNet,ne
28144,Zásmuky,Kolín,ČEZ Distribuce,GasNet,ne
28146,Horní Kruty,Kolín,ČEZ Distribuce,GasNet,ne
28151,Velký Osek,Kolín,ČEZ Distribuce,GasNet,ne
28161,Kouřim,Kolín,ČEZ Distribuce,GasNet,ne
28162,Oleška u Českého Brodu,Praha-východ,ČEZ Distribuce,GasNet,ne
28163,Kostelec nad Černými Lesy,Kolín;Praha-východ,ČEZ Distribuce,GasNet,ne
28166,Jevany,Praha-východ,ČEZ Distribuce,GasNet,ne
28167,Stříbrná Skalice,Praha-východ,ČEZ Distribuce,GasNet,ne
28171,Rostoklaty,Kolín,ČEZ Distribuce,GasNet,ne
28201,Český Brod,Kolín,ČEZ Distribuce,GasNet,ne
28401,Kutná Hora 1,Kutná Hora,ČEZ Distribuce,GasNet,ne
28403,Kutná Hora 3,Kutná Hora,ČEZ Distribuce,GasNet,ne
28404,Kutná Hora 4,Kutná Hora,ČEZ Distribuce,GasNet,ne
28501,Miskovice u Kutné Hory,Kutná Hora,ČEZ Distribuce,GasNet,ne
28502,Suchdol u Kutné Hory,Kutná Hora,ČEZ Distribuce,GasNet,ne
28504,Uhlířské Janovice,Kolín;Kutná Hora,ČEZ Distribuce,GasNet,ne
28506,Sázava,Benešov;Kutná Hora,ČEZ Distribuce,GasNet,ne
28507,Rataje nad Sázavou,Kutná Hora,ČEZ Distribuce,GasNet,ne
28509,Kácov,Kutná Hora,ČEZ Distribuce,GasNet,ne
28510,Čestín,Kutná Hora,ČEZ Distribuce,GasNet,ne
28511,Nepoměřice,Kutná Hora,ČEZ Distribuce,GasNet,ne
28521,Zbraslavice,Kutná Hora,ČEZ Distribuce,GasNet,ne
